Categoria;Bairro;Dormitórios;Vagas;Suítes;Tamanho;Preço;Condomínio;IPTU
Flat Residencial;Higienópolis;2;0;0;75;4800;;0
Flat Residencial;Barra Funda;2;1;1;110;3360;720;0
Flat Residencial;Interlagos;3;2;1;255;3600;13872;0
Flat Residencial;Morumbi;2;1;1;70;2520;1320;0
Flat Residencial;Interlagos;3;2;3;150;3000;1020;420
Armazém Industrial;Vila Esperança;0;0;0;4005;60000;;0
Kitnet;Cambuci;0;0;0;27;1320;5652;348
Flat Residencial;Morumbi;3;2;1;97;4800;1500;4308
Sala Comercial;Vila Santa Catarina;0;1;0;58;1440;600;0
Flat Residencial;Higienópolis;2;0;0;67;3000;;0
Sala Comercial;Perdizes;0;1;0;30;1320;3804;0
Sala Comercial;Morumbi;0;70;0;2391;257688;658536;200424
Flat Residencial;Morumbi;5;4;5;1152;28800;101412;731724
Flat Residencial;Morumbi;2;1;1;77;3360;1128;168
Sala Comercial;Sé;0;0;0;205;15600;29376;2244
Flat Residencial;Perdizes;2;0;1;79;2640;780;180
Flat Residencial;Jardim Europa;3;2;1;175;15600;3360;816
Flat Residencial;Liberdade;2;1;0;54;2280;924;18
Flat Residencial;Jardim Europa;2;1;2;160;6600;1800;660
Flat Residencial;Interlagos;4;2;2;185;4920;1800;960
Flat Residencial;Jaguaré;2;1;0;66;1200;3372;42
Armazém Industrial;Brás;0;0;0;6005;240000;;6600
Flat Residencial;Vila Mariana;1;1;0;62;3000;1560;156
Sala Comercial;Butantã;0;0;0;30;1020;240;0
Sala Comercial;Perdizes;0;0;0;24;960;5652;1008
Residência;Vila Ema;2;1;1;70;2040;;0
Estabelecimento Comercial;Vila Mariana;0;0;0;155;4500;;8376
Lote Urbano;Interlagos;0;0;0;805;9600;;600
Flat Residencial;Jardins;3;2;1;95;6840;15876;438
Kitnet;Higienópolis;1;0;0;50;1920;696;288
Flat Residencial;Morumbi;3;1;1;120;4200;1092;0
Flat Residencial;Vila Matilde;1;0;0;69;840;240;0
Sala Comercial;Morumbi;0;1;0;35;1560;11712;252
Residência em Condomínio;Interlagos;4;3;0;275;6660;684;5382
Flat Residencial;Higienópolis;1;0;0;55;2400;792;852
Flat Residencial;Vila Mariana;1;0;0;55;2640;408;0
Flat Residencial;Higienópolis;1;0;0;41;1560;5496;864
Flat Residencial;Morumbi;2;3;2;120;3000;4560;720
Kitnet;Higienópolis;1;0;1;40;2760;480;36
Sala Comercial;Sé;0;0;0;355;9600;6720;13656
Flat Residencial;Vila Madalena;3;2;2;208;9600;2310;1128
Flat Residencial;Jardins;3;1;0;85;4380;1380;1896
Flat Residencial;Jardins;3;1;1;145;9600;1116;1752
Sala Comercial;Luz;0;8;0;605;46800;13800;0
Sala Comercial;Paraíso;0;1;0;66;5040;2532;0
Sala Comercial;Butantã;0;1;0;28;840;720;528
Flat Residencial;Perdizes;2;1;0;90;2040;696;120
Flat Residencial;Jardim Europa;2;1;1;169;12000;3120;540
Flat Residencial;Brás;1;1;0;60;1200;600;0
Sala Comercial;Higienópolis;0;1;0;155;21600;5280;1680
Residência;Morumbi;4;3;2;455;54000;3180;7080
Flat Residencial;Perdizes;1;1;0;62;2040;714;594
Flat Residencial;Morumbi;4;3;4;305;11760;4800;1080
Flat Residencial;Mandaqui;1;1;0;59;1200;540;408
Sala Comercial;Sé;0;0;0;82;2160;822;0
Flat Residencial;Jardim Europa;3;3;1;195;13200;20508;750
Sala Comercial;Morumbi;0;2;0;75;3480;2244;522
Flat Residencial;Higienópolis;3;1;0;105;5760;1068;0
Flat Residencial;Higienópolis;3;1;1;205;6600;2400;0
Armazém Industrial;Brás;0;20;0;8005;204000;;0
Estabelecimento Comercial;Higienópolis;0;1;0;57;3120;16608;0
Sala Comercial;Jardins;0;0;0;35;1620;864;204
Residência;Butantã;4;3;4;405;19200;;2640
Flat Residencial;Morumbi;3;1;1;79;2700;720;888
Estabelecimento Comercial;Parelheiros;0;0;0;37;1140;60;240
Flat Residencial;Perdizes;3;1;0;108;2340;732;1188
Sala Comercial;Sé;0;0;0;37;240;13212;0
Flat Residencial;Morumbi;3;2;1;128;6000;3120;936
Flat Residencial;Paraíso;3;1;1;132;6360;924;3204
Flat Residencial;Jardim Paulista;3;1;1;119;4560;1320;2592
Flat Residencial;Butantã;2;1;0;65;1500;684;804
Flat Residencial;Campo Limpo;2;0;0;55;768;30;0
Flat Residencial;Morumbi;2;1;1;70;1860;11232;1452
Residência;Jaçanã;1;0;0;55;960;;204
Flat Residencial;Alto de Pinheiros;2;1;1;88;3960;1440;240
Imóvel Comercial;Grajaú;0;15;0;305;8400;;0
Flat Residencial;Jardim Nordeste;2;1;0;55;1320;;0
Sala Comercial;Sé;0;0;0;37;1800;420;0
Flat Residencial;Paraíso;2;1;0;88;3600;1020;1572
Flat Residencial;Jardins;1;0;0;43;6600;;0
Flat Residencial;Interlagos;3;2;2;95;3000;780;0
Flat Residencial;Vila Nova Cachoeirinha;2;0;0;204;1560;;0
Sala Comercial;Morumbi;0;1;0;33;1440;960;0
Edifício Completo;Vila Mariana;0;1;0;1205;96000;;0
Flat Residencial;Jardim Europa;3;1;1;101;6600;1800;300
Flat Residencial;Morumbi;1;1;1;53;1440;792;66
Flat Residencial;Butantã;2;0;0;73;1560;696;1176
Flat Residencial;Perdizes;2;1;1;95;2880;960;96
Flat Residencial;Vila Madalena;3;0;0;85;2640;300;24
Sala Comercial;Sé;0;0;0;827;78000;200328;26244
Flat Residencial;Vila Madalena;3;1;1;106;4200;1386;3372
Residência;Grajaú;1;0;0;45;840;;0
Sala Comercial;Barra Funda;0;12;0;1854;155316;502776;44604
Flat Residencial;Jardim Paulista;3;0;0;125;3240;840;156
Flat Residencial;Morumbi;1;1;1;75;2880;1200;312
Flat Residencial;Jardins;3;3;2;185;16800;4800;864
Flat Residencial;Vila Mariana;1;0;0;55;1440;540;0
Residência;Pacaembu;4;3;4;805;42000;;0
Flat Residencial;Interlagos;2;1;2;80;2040;1224;204
Flat Residencial;Morumbi;2;0;2;112;5040;1680;300
Flat Residencial;Jardins;1;0;0;65;2160;744;60
Flat Residencial;Perdizes;1;0;0;44;1680;3012;288
Sala Comercial;Sé;0;0;0;550;752868;157116;0
Armazém Industrial;Grajaú;5;0;0;2205;33000;;2520
Flat Residencial;Higienópolis;3;1;1;199;7200;2100;2328
Flat Residencial;Butantã;2;1;0;85;1200;636;30
Edifício Completo;Vila Ré;0;0;0;2847;42000;;63600
Flat Residencial;Jardim Paulista;2;2;1;157;3960;2880;4776
Flat Residencial;Jaguaré;4;2;1;240;5040;30468;0
Flat Residencial;Higienópolis;1;0;0;50;1800;9408;78
Flat Residencial;Higienópolis;4;2;0;394;14160;57948;13836
Estabelecimento Comercial;São Miguel Paulista;0;0;0;59;1200;11988;264
Flat Residencial;Morumbi;3;2;3;143;6960;2088;4404
Sala Comercial;Sé;0;0;0;215;18000;5640;9288
Flat Residencial;Jardim Paulista;1;0;0;56;1680;606;36
Flat Residencial;Morumbi;2;1;1;83;2160;756;72
Flat Residencial;Jardim Europa;4;3;4;309;36000;6630;1638
Flat Residencial;Jardins;3;2;1;122;7920;2808;4644
Residência;Interlagos;4;0;2;605;10200;;22296
Sala Comercial;Sé;0;1;0;32;1440;5184;1008
Flat Residencial;Butantã;2;1;1;65;1200;636;696
Flat Residencial;Morumbi;1;0;0;73;1920;1320;306
Flat Residencial;Sé;1;0;0;39;960;396;216
Flat Residencial;Água Rasa;2;0;0;65;1560;648;0
Flat Residencial;Jardins;3;1;1;115;6600;1488;390
Flat Residencial;Interlagos;3;2;1;123;2640;792;0
Sala Comercial;Vila Mariana;0;0;0;45;1320;720;300
Flat Residencial;Perdizes;3;1;0;175;3600;1134;270
Flat Residencial;Jaguaré;3;2;1;205;6000;2226;276
Sala Comercial;Santana;0;1;0;34;1080;960;0
Flat Residencial;Vila Mariana;2;1;1;109;3600;1320;2160
Flat Residencial;Paraíso;1;0;0;55;2040;684;0
Flat Residencial;Higienópolis;3;1;1;153;4200;1848;4128
Flat Residencial;Bela Vista;2;1;1;95;1800;768;0
Flat Residencial;Jardim Europa;3;2;1;110;6600;21936;3084
Flat Residencial;Morumbi;2;2;1;105;4800;2640;216
Flat Residencial;Higienópolis;3;0;0;115;7200;1032;180
Flat Residencial;Higienópolis;3;1;1;145;4200;15108;2832
Flat Residencial;Paraíso;3;1;2;200;7800;1560;690
Flat Residencial;Morumbi;2;1;1;79;2400;13272;0
Flat Residencial;Jardim Bonfiglioli;2;1;1;75;1920;996;120
Flat Residencial;Interlagos;3;1;1;125;2160;8688;246
Sala Comercial;Sé;0;0;0;125;4800;31284;720
Flat Residencial;Vila Madalena;3;1;1;125;8640;3600;720
Flat Residencial;Jardins;3;0;1;85;8400;600;600
Kitnet;Higienópolis;1;0;0;35;3240;480;30
Flat Residencial;Interlagos;2;1;1;112;2400;9012;0
Flat Residencial;Jardim Europa;2;1;1;90;7680;2400;540
Flat Residencial;Jardins;6;6;4;605;36000;9600;22644
Flat Residencial;Higienópolis;1;0;0;44;3000;708;30
Flat Residencial;Interlagos;2;3;1;219;3600;1080;0
Flat Residencial;Sé;2;0;0;65;2280;720;246
Flat Residencial;Jardins;4;2;1;146;9000;17508;0
Sobrado Pequeno;Butantã;2;0;0;70;1680;360;0
Flat Residencial;Morumbi;2;1;1;75;4200;1500;4056
Ponto Comercial;Higienópolis;0;0;0;45;3480;1320;540
Flat Residencial;Jaçanã;2;1;1;64;1800;696;672
Flat Residencial;Jardins;3;2;2;191;33600;3540;11760
Flat Residencial;Morumbi;5;4;5;345;12000;4200;13200
Flat Residencial;Vila Mariana;1;1;0;50;2580;;96
Flat Residencial;Morumbi;3;2;2;77;2880;732;804
Sala Comercial;Sé;0;0;0;326;19260;6624;18036
Flat Residencial;Interlagos;2;1;1;122;1680;780;1716
Estabelecimento Comercial;Jardim Europa;0;0;0;55;9480;;0
Flat Residencial;Jardim Europa;1;0;0;55;3360;852;0
Sala Comercial;Santana;0;3;0;95;7200;28044;0
Apart-Hotel;Morumbi;1;1;1;57;4800;2880;600
Apart-Hotel;Jardins;2;2;2;99;10800;53124;8076
Apart-Hotel;Jardins;2;0;1;96;16200;5160;534
Estabelecimento Comercial;Morumbi;0;0;0;28;3720;3204;0
Kitnet;Paraíso;1;0;0;40;1320;600;348
Flat Residencial;Morumbi;3;2;1;135;5760;1320;0
Flat Residencial;Butantã;2;1;1;58;1440;7632;66
Flat Residencial;Jardins;2;0;0;71;3360;7008;1512
Sala Comercial;Sé;0;0;0;143;3600;2280;7092
Flat Residencial;Morumbi;4;8;4;545;19200;1800;0
Flat Residencial;Morumbi;1;1;0;87;2160;2520;2976
Sala Comercial;Sé;0;0;0;851;26400;211716;0
Sala Comercial;Interlagos;0;1;0;35;840;504;138
Flat Residencial;Jardim Europa;4;2;1;172;5400;6000;8964
Flat Residencial;Interlagos;2;1;1;70;1800;780;888
Flat Residencial;Vila Mariana;2;1;1;75;3000;8844;0
Sala Comercial;Morumbi;0;19;0;799;71400;16200;2520
Estabelecimento Comercial;Morumbi;0;10;0;305;15600;7200;3600
Kitnet;Sé;1;0;0;39;960;480;156
Flat Residencial;Interlagos;3;2;2;107;3000;6432;240
Armazém Industrial;Bela Vista;0;16;0;405;7200;;0
Flat Residencial;Morumbi;3;2;1;120;5280;1200;6312
Flat Residencial;Vila Mariana;2;0;0;85;3000;960;0
Sala Comercial;Sé;0;0;0;112;1440;22584;0
Sala Comercial;Higienópolis;0;0;0;51;1200;8652;2544
Flat Residencial;Higienópolis;2;0;0;55;2160;1116;24
Sala Comercial;Morumbi;0;1;0;80;3240;1944;468
Flat Residencial;Higienópolis;1;0;0;45;1680;672;744
Flat Residencial;Morumbi;4;2;1;165;4560;2160;720
Flat Residencial;Morumbi;4;3;4;239;10200;4080;6528
Flat Residencial;Vila Madalena;4;4;4;405;36000;5040;1440
Flat Residencial;Jardim Europa;3;1;1;175;9600;3360;7032
Estabelecimento Comercial;Morumbi;0;1;0;245;9000;6720;720
Imóvel Comercial;Luz;0;0;0;205;4320;;240
Flat Residencial;Vila Mariana;3;1;0;100;4560;1680;1680
Residência em Condomínio;Morumbi;4;2;4;345;95892;13044;13632
Flat Residencial;Alto de Pinheiros;4;0;1;125;7200;1680;204
Flat Residencial;Higienópolis;1;0;0;44;1920;4896;0
Flat Residencial;Morumbi;4;3;3;248;16800;4200;18000
Flat Residencial;Vila Madalena;2;1;1;103;4200;15972;0
Flat Residencial;Jaguaré;2;1;1;75;2160;840;1344
Residência em Condomínio;Morumbi;3;5;3;686;239892;22884;16740
Sala Comercial;Sé;0;6;0;532;47430;11694;22164
Sala Comercial;Pirituba;0;1;0;27;540;720;0
Kitnet;Jardins;1;0;0;55;2640;780;972
Flat Residencial;Jardim Europa;4;3;1;183;18000;3600;0
Flat Residencial;Morumbi;4;4;4;295;18000;6000;18000
Edifício Completo;Sé;0;0;0;635;18000;;0
Flat Residencial;Penha (SP);2;0;0;65;1200;360;0
Sala Comercial;Vila Mariana;0;0;0;105;12000;;0
Flat Residencial;Paraíso;2;0;1;91;5400;894;1938
Flat Residencial;Higienópolis;2;1;0;71;3600;756;0
Armazém Industrial;Vila Leopoldina;0;0;0;2205;84000;;91632
Flat Residencial;Jardim Paulista;3;2;0;160;1800;3120;3936
Flat Residencial;Morumbi;3;1;1;95;27708;;0
Flat Residencial;Jardins;3;1;0;99;4560;1680;3024
Residência em Condomínio;Interlagos;5;3;4;205;4800;1152;402
Flat Residencial;Perdizes;3;1;0;120;2700;1200;0
Flat Residencial;Sé;1;0;0;25;1080;2856;12
Flat Residencial;Higienópolis;3;1;1;200;9000;2160;5580
Apart-Hotel;Morumbi;2;1;1;51;1680;10752;120
Flat Residencial;Higienópolis;2;2;2;94;7440;41412;4308
Sala Comercial;Sé;0;0;0;326;19260;7608;21288
Sala Comercial;Grajaú;0;0;0;30;1200;492;0
Flat Residencial;Interlagos;2;1;1;80;2160;8124;1584
Flat Residencial;Jardim Paulista;1;0;0;75;2160;960;96
Sala Comercial;Perdizes;0;1;0;55;2640;2340;0
Residência;São Miguel Paulista;3;0;0;80;2160;;528
Flat Residencial;Higienópolis;4;1;1;196;4980;3600;5424
Estabelecimento Comercial;Morumbi;0;1;0;46;4176;9696;0
Sala Comercial;Interlagos;0;1;0;48;1440;612;192
Flat Residencial;Morumbi;4;6;4;271;16800;2880;960
Flat Residencial;Higienópolis;1;0;0;55;2520;756;288
Flat Residencial;Higienópolis;2;1;2;326;9000;3720;8364
Flat Residencial;Jardim Europa;3;2;1;175;15600;3360;816
Flat Residencial;Higienópolis;3;0;0;97;2280;16632;1332
Flat Residencial;Jardim Bonfiglioli;2;1;2;89;2040;6612;0
Residência em Condomínio;Interlagos;4;2;4;180;5100;1080;4236
Flat Residencial;Vila Mariana;1;1;0;42;2160;12252;0
Sala Comercial;Sé;0;0;0;315;10200;5040;1356
Residência em Condomínio;Morumbi;4;4;4;685;20400;2400;21600
Flat Residencial;Butantã;2;1;0;60;1320;612;432
Sala Comercial;Sé;0;0;0;586;34860;188244;2580
Flat Residencial;Interlagos;3;4;3;185;5400;756;8916
Flat Residencial;Higienópolis;2;1;1;86;3960;12984;240
Flat Residencial;Higienópolis;3;0;1;195;8400;1200;180
Flat Residencial;Higienópolis;4;1;1;244;3600;2400;4440
Sala Comercial;Vila Matilde;0;1;0;31;840;6576;0
Estabelecimento Comercial;Morumbi;0;19;0;145;66000;;3000
Flat Residencial;Vila Madalena;3;2;1;130;45588;2100;438
Flat Residencial;Bela Vista;4;0;0;100;3600;240;0
Estabelecimento Comercial;Perdizes;0;0;0;33;1440;2376;996
Flat Residencial;Interlagos;2;2;0;205;2160;8892;0
Flat Residencial;Jardim Europa;1;0;0;46;2760;420;0
Flat Residencial;Perdizes;3;1;0;90;2400;1122;0
Flat Residencial;Higienópolis;2;0;0;75;2400;864;0
Flat Residencial;Jardins;4;3;2;415;30000;8100;0
Sala Comercial;Morumbi;0;1;0;36;3060;1404;276
Flat Residencial;Morumbi;1;1;0;43;1920;576;96
Sala Comercial;Santana;0;1;0;35;1560;900;408
Flat Residencial;Jardins;4;2;1;255;28800;4200;0
Sala Comercial;Sé;0;0;0;160;12000;98028;10356
Residência em Condomínio;Morumbi;5;6;4;605;17400;2016;2376
Ponto Comercial;Vila Formosa;1;0;0;46;960;;0
Flat Residencial;Jaguaré;2;1;1;71;2040;720;102
Flat Residencial;Jardim São Paulo;1;0;0;21;1440;;0
Sala Comercial;Vila Mariana;0;1;0;55;2400;1608;1476
Sala Comercial;Morumbi;0;0;0;35;1140;822;0
Residência em Condomínio;Morumbi;5;4;2;705;15600;2640;0
Flat Residencial;Paraíso;2;1;1;102;3720;11376;2292
Kitnet;Sé;1;0;0;55;1200;480;60
Sala Comercial;Sé;0;0;0;165;3840;33024;4008
Flat Residencial;Paraíso;4;0;0;435;15600;3720;1002
Sala Comercial;Sé;0;0;0;45;1080;1008;2232
Sala Comercial;Morumbi;0;2;0;83;3600;2340;0
Residência;Jardim Peri;1;0;0;35;480;42;0
Flat Residencial;Higienópolis;3;0;0;85;3240;912;216
Flat Residencial;Perdizes;2;1;1;95;3000;1164;198
Sala Comercial;Sé;0;4;0;325;9000;10440;9912
Residência em Condomínio;Morumbi;6;6;6;1105;30000;3234;3600
Vaga de Estacionamento;Sé;0;0;0;20;480;414;0
Sala Comercial;Sé;0;0;0;1142;54576;202068;0
Flat Residencial;Vila Mariana;1;1;0;45;2160;12252;0
Estabelecimento Comercial;Morumbi;0;3;0;240;15000;5736;4890
Flat Residencial;Higienópolis;3;1;0;185;4800;1548;540
Flat Residencial;Alto de Pinheiros;3;1;1;341;14400;3840;0
Estabelecimento Comercial;Sé;0;0;0;250;17640;;294
Flat Residencial;Jardim Europa;4;1;2;300;22800;4800;14016
Flat Residencial;Jardim Peri;2;1;0;65;840;438;888
Flat Residencial;Morumbi;3;2;3;136;9600;3360;780
Flat Residencial;Perdizes;2;1;0;73;2160;780;288
Flat Residencial;Alto de Pinheiros;2;0;0;87;3360;888;0
Sala Comercial;Sé;0;0;0;35;900;444;132
Sala Comercial;Morumbi;0;1;0;27;720;8604;0
Flat Residencial;Jardins;3;2;1;245;10680;2040;660
Flat Residencial;Jardim Europa;3;1;1;115;5400;1320;360
Sala Comercial;Sé;0;0;0;2389;182400;72000;0
Flat Residencial;Perdizes;2;1;0;72;1800;6876;60
Sala Comercial;Morumbi;0;2;0;62;1440;1764;402
Sala Comercial;Morumbi;0;1;0;41;1080;1380;180
Residência;Grajaú;2;1;0;125;3000;;0
Sala Comercial;Vila Mariana;0;0;0;30;1080;6708;1632
Apart-Hotel;Jardins;2;1;1;92;12480;4080;1440
Flat Residencial;Morumbi;3;2;3;128;7200;3000;936
Flat Residencial;Butantã;2;1;1;75;1560;7392;0
Sala Comercial;Butantã;0;1;0;30;960;480;0
Flat Residencial;Butantã;2;1;0;50;960;456;12
Apart-Hotel;Jaguaré;0;0;0;73;2400;13416;1116
Flat Residencial;Butantã;3;2;1;96;2400;1044;144
Flat Residencial;Higienópolis;1;0;0;35;3360;;0
Residência;Vila Mariana;2;1;1;105;3360;;480
Flat Residencial;Sé;1;0;0;47;1320;492;0
Flat Residencial;Paraíso;4;1;1;325;9600;1800;0
Kitnet;Paraíso;1;0;0;45;1920;540;1092
Flat Residencial;Vila Madalena;2;2;1;105;6000;1560;0
Sala Comercial;Morumbi;0;0;0;39;1920;1440;0
Flat Residencial;Alto de Pinheiros;1;0;0;55;2400;720;108
Kitnet;Higienópolis;1;1;0;35;1560;360;120
Estabelecimento Comercial;Morumbi;0;0;0;187;18000;41964;22224
Flat Residencial;Interlagos;3;3;3;151;2400;1560;792
Flat Residencial;Interlagos;2;2;1;65;3000;16968;3144
Estabelecimento Comercial;Sé;0;2;0;50;6000;1440;0
Flat Residencial;Vila Mariana;3;1;1;112;5880;1560;3312
Kitnet;Morumbi;1;1;1;25;2160;;0
Flat Residencial;Jardim Europa;3;1;0;90;4800;978;276
Sala Comercial;Morumbi;0;1;0;40;2100;480;0
Flat Residencial;Jardim Europa;3;2;1;139;6360;1680;6288
Estabelecimento Comercial;Interlagos;0;0;0;45;2220;16056;42276
Flat Residencial;Interlagos;2;2;1;80;2040;804;168
Flat Residencial;Vila Ema;2;1;0;78;1320;732;0
Flat Residencial;Morumbi;3;2;1;155;9600;1440;480
Flat Residencial;Jardins;4;3;4;205;30000;5652;1200
Flat Residencial;Morumbi;1;1;0;70;1920;2100;420
Edifício Completo;Jardim Paulista;27;5;0;676;14400;;5880
Flat Residencial;Jardins;2;1;2;245;28800;;0
Sala Comercial;Sé;0;4;0;1364;1002924;310536;0
Flat Residencial;Morumbi;4;2;2;165;5640;2040;0
Sala Comercial;Jaçanã;0;0;0;46;540;;0
Sala Comercial;Interlagos;0;0;0;35;2280;414;0
Flat Residencial;Jardim Bonfiglioli;2;0;0;65;1560;558;264
Flat Residencial;Jardim Bonfiglioli;2;0;0;83;2160;540;42
Estabelecimento Comercial;Sé;0;0;0;195;10200;60864;3444
Estabelecimento Comercial;Grajaú;0;0;0;505;30000;;0
Sala Comercial;Sé;0;5;0;586;34200;16800;1680
Flat Residencial;Jardim São Luís;2;1;0;65;780;;0
Flat Residencial;Jardins;3;1;1;165;4680;1560;162
Armazém Industrial;Itaquera;0;17;0;5157;154560;21276;7092
Kitnet;Vila Mariana;1;0;0;30;1440;576;0
Estabelecimento Comercial;Jaçanã;0;0;0;125;4200;;0
Flat Residencial;Jaguaré;2;1;1;71;2400;8184;1068
Flat Residencial;Interlagos;3;3;3;185;4200;840;0
Flat Residencial;Butantã;5;3;2;266;3000;2592;4680
Flat Residencial;Jardins;3;3;3;174;10800;2400;744
Residência;Interlagos;3;3;1;305;5400;;0
Sala Comercial;Interlagos;0;2;0;53;3000;1320;2688
Sala Comercial;Sé;0;0;0;94;4800;29448;4728
Sala Comercial;Sé;0;0;0;100;7200;31236;534
Sala Comercial;Sé;0;0;0;121;4800;19464;4548
Armazém Industrial;Campo Limpo;0;10;0;1518;36000;;37572
Flat Residencial;Morumbi;4;2;1;210;6600;3600;0
Sala Comercial;Interlagos;0;0;0;24;960;5304;0
Flat Residencial;Jardim Europa;2;1;0;105;6000;1260;204
Flat Residencial;Alphaville (Grande SP);4;5;4;547;45600;52284;0
Flat Residencial;Interlagos;2;1;1;122;1800;780;1716
Residência em Condomínio;Alto da Lapa;5;8;5;2205;30000;1560;414
Flat Residencial;Jardim Europa;3;2;1;105;7440;1320;4104
Sala Comercial;Sé;0;0;0;305;13200;4800;0
Residência;São Miguel Paulista;1;0;0;45;960;;0
Flat Residencial;Interlagos;2;1;1;81;2280;888;1488
Estabelecimento Comercial;Sé;0;0;0;24;960;;0
Flat Residencial;Cambuci;1;0;0;35;1440;432;30
Kitnet;Higienópolis;1;0;0;34;1560;504;36
Estabelecimento Comercial;Sé;0;0;0;305;4800;240;14088
Flat Residencial;Morumbi;4;4;4;397;30000;8400;38400
Flat Residencial;Interlagos;3;1;1;100;2160;1500;0
Sala Comercial;Vila Mariana;0;8;0;610;90750;185124;96768
Flat Residencial;Higienópolis;4;0;0;201;7200;1440;300
Sala Comercial;Morumbi;0;1;0;50;2400;1200;0
Flat Residencial;Santana;2;0;0;49;1200;354;42
Flat Residencial;Morumbi;2;1;1;72;2040;708;1572
Flat Residencial;Higienópolis;3;0;0;105;3600;780;0
Sala Comercial;Vila Matilde;0;1;0;31;840;6072;0
Apart-Hotel;Jardim Europa;1;1;0;50;4800;1920;480
Flat Residencial;Vila Santa Catarina;3;1;1;76;1800;756;0
Flat Residencial;Interlagos;3;3;2;200;3600;900;5208
Sala Comercial;Butantã;0;1;0;35;780;7488;648
Flat Residencial;Grajaú;2;1;0;55;1080;3696;0
Flat Residencial;Jardim Brasil;2;1;0;75;1080;4044;0
Flat Residencial;Interlagos;3;2;1;106;1920;8664;2832
Flat Residencial;Jardim Paulista;2;1;0;115;3600;960;852
Sala Comercial;Higienópolis;0;1950;0;57;1800;816;3624
Residência em Condomínio;Morumbi;4;4;2;605;36000;1320;1680
Residência em Condomínio;Jardim Ângela;4;5;4;155;3240;7272;648
Residência;Jardim Ângela;2;3;2;305;9000;;0
Armazém Industrial;Vila Matilde;0;0;0;385;14400;;0
Sala Comercial;Morumbi;1;1;0;35;1560;1140;180
Sobrado Pequeno;Brás;2;0;0;46;1080;;162
Flat Residencial;Jardim Anália Franco;1;1;0;64;1800;432;108
Flat Residencial;Jardim Paulista;3;0;0;130;3240;720;408
Kitnet;Paraíso;1;0;0;35;1440;552;30
Flat Residencial;Morumbi;3;2;3;135;5400;21192;4056
Residência em Condomínio;Alto de Pinheiros;3;3;1;345;9000;2280;1164
Flat Residencial;Morumbi;3;2;1;109;2880;960;246
Flat Residencial;Butantã;2;0;0;51;1200;348;192
Flat Residencial;Higienópolis;1;1;0;60;2640;1560;3312
Sala Comercial;Sé;0;0;0;665;66000;7200;0
Flat Residencial;Tucuruvi;2;1;1;70;1200;960;72
Kitnet;Cambuci;1;0;0;35;1560;480;276
Flat Residencial;Butantã;3;2;1;125;1800;8784;1668
Flat Residencial;Paraíso;3;1;0;115;3960;1560;1608
Residência;Ermelino Matarazzo;3;1;3;305;4800;;1800
Sala Comercial;Sé;0;0;0;569;42000;125268;34572
Flat Residencial;Butantã;3;1;1;75;1680;5856;912
Sala Comercial;Higienópolis;0;5;0;905;118800;30240;0
Flat Residencial;Jardins;4;1;0;155;9600;1800;3132
Flat Residencial;Interlagos;3;4;3;185;3600;1440;480
Flat Residencial;Interlagos;3;2;1;189;2640;1560;240
Flat Residencial;Vila Santa Catarina;2;1;0;52;1320;600;60
Flat Residencial;Vila Mariana;2;1;0;73;1920;648;516
Flat Residencial;Higienópolis;1;0;0;45;2160;750;816
Flat Residencial;Morumbi;4;4;4;234;20400;6720;2160
Flat Residencial;Interlagos;3;1;1;91;2280;6432;2004
Residência em Condomínio;Morumbi;4;1;2;250;8400;1980;660
Flat Residencial;Interlagos;2;2;1;89;1800;1080;1572
Sala Comercial;Interlagos;0;1;0;34;1560;;0
Flat Residencial;Vila Mariana;3;0;0;105;5400;480;168
Flat Residencial;Grajaú;2;1;0;55;1080;264;0
Imóvel Comercial;Vila Mariana;0;6;0;455;26400;;0
Sala Comercial;Morumbi;0;1;0;41;1200;660;162
Flat Residencial;Bela Vista;2;1;1;69;1800;396;408
Residência;Vila Madalena;6;10;5;1005;30000;;8472
Sala Comercial;Morumbi;0;38;0;1593;144000;32400;5040
Flat Residencial;Vila Madalena;2;0;1;70;2160;210;156
Flat Residencial;Butantã;4;2;3;191;3000;1320;2040
Sala Comercial;Jardim Europa;0;8;0;355;84000;64974;0
Flat Residencial;Interlagos;2;1;1;70;1920;720;144
Sala Comercial;Morumbi;0;1;0;37;1920;888;3192
Sala Comercial;Barra Funda;0;0;0;88;2400;10572;996
Sala Comercial;Sé;0;0;0;89;1200;18264;2352
Sala Comercial;Vila Mariana;0;3;0;305;26400;9000;1530
Sala Comercial;Morumbi;0;1;0;27;720;10212;1344
Flat Residencial;Morumbi;2;1;2;145;12000;;0
Flat Residencial;Vila Mariana;1;1;0;55;3120;1476;1644
Flat Residencial;Higienópolis;4;1;1;200;11400;20484;6444
Flat Residencial;Morumbi;2;1;1;125;7200;4320;9600
Flat Residencial;Morumbi;1;1;0;77;3600;1074;210
Estabelecimento Comercial;Vila Mariana;0;0;0;141;9600;;0
Apart-Hotel;Jardins;2;1;1;96;4200;51456;7092
Flat Residencial;Jardim Europa;3;1;0;107;5040;1032;54
Flat Residencial;Interlagos;2;1;1;75;3120;660;0
Flat Residencial;Interlagos;3;1;1;81;1320;9456;1764
Ponto Comercial;Jardim Guedala;0;0;0;50;3000;1920;456
Flat Residencial;Morumbi;3;3;1;208;6600;3360;8352
